timestamp,gaze_x,gaze_y,target_x,target_y,mode
1768891570.889013,0.43680555555555556,0.533984375,0.10503735542297364,0.5,kalman
1768891570.921516,0.4326388888888889,0.537109375,0.11153793334960938,0.5,kalman
1768891570.95373,0.42569444444444443,0.530078125,0.11798076629638672,0.5,kalman
1768891570.984579,0.42777777777777776,0.5328125,0.12415056228637696,0.5,kalman
1768891571.0346181,0.4284722222222222,0.526171875,0.13415837287902832,0.5,kalman
1768891571.0661354,0.4215277777777778,0.520703125,0.1404618263244629,0.5,kalman
1768891571.098638,0.4173611111111111,0.51796875,0.14696235656738282,0.5,kalman
1768891571.1306505,0.4125,0.516015625,0.15336484909057618,0.5,kalman
1768891571.1626058,0.41180555555555554,0.51796875,0.15975589752197267,0.5,kalman
1768891571.194616,0.41458333333333336,0.511328125,0.16615796089172363,0.5,kalman
1768891571.2251465,0.40208333333333335,0.504296875,0.17226405143737794,0.5,kalman
1768891571.257067,0.3645833333333333,0.525,0.17864813804626467,0.5,kalman
1768891571.2897792,0.3145833333333333,0.525390625,0.18519058227539065,0.5,kalman
1768891571.3212686,0.26875,0.522265625,0.19148845672607423,0.5,kalman
1768891571.353058,0.22847222222222222,0.513671875,0.1978463649749756,0.5,kalman
1768891571.3859084,0.18819444444444444,0.50546875,0.20441641807556155,0.5,kalman
1768891571.4174407,0.1527777777777778,0.494140625,0.21072287559509278,0.5,kalman
1768891571.465224,0.12222222222222222,0.487890625,0.22027955055236817,0.5,kalman
1768891571.498642,0.10138888888888889,0.478515625,0.22696313858032227,0.5,kalman
1768891571.5296435,0.09097222222222222,0.475390625,0.2331634521484375,0.5,kalman
1768891571.5621996,0.08263888888888889,0.473828125,0.23967466354370118,0.5,kalman
1768891571.5939796,0.07361111111111111,0.4640625,0.24603066444396973,0.5,kalman
1768891571.6265833,0.06388888888888888,0.456640625,0.25255141258239744,0.5,kalman
1768891571.6590776,0.059027777777777776,0.44609375,0.2590502738952637,0.5,kalman
1768891571.6900034,0.059722222222222225,0.444921875,0.26523542404174805,0.5,kalman
1768891571.7212954,0.06319444444444444,0.43828125,0.27149381637573244,0.5,kalman
1768891571.753551,0.06944444444444445,0.44140625,0.2779449462890625,0.5,kalman
1768891571.786142,0.07291666666666667,0.437890625,0.28446316719055176,0.5,kalman
1768891571.8177743,0.08263888888888889,0.43828125,0.2907896041870117,0.5,kalman
1768891571.8658202,0.08819444444444445,0.430078125,0.3003987789154053,0.5,kalman
1768891571.8987017,0.09375,0.428515625,0.3069750785827637,0.5,kalman
1768891571.9305573,0.10416666666666667,0.4375,0.3133461952209473,0.5,kalman
1768891571.9632154,0.11388888888888889,0.43515625,0.31987781524658204,0.5,kalman
1768891571.9945817,0.12708333333333333,0.433203125,0.32615108489990235,0.5,kalman
1768891572.0265777,0.13472222222222222,0.430078125,0.3325502872467041,0.5,kalman
1768891572.0571928,0.1486111111111111,0.4328125,0.3386733055114746,0.5,kalman
1768891572.0895,0.15833333333333333,0.430859375,0.3451347351074219,0.5,kalman
1768891572.1210265,0.17291666666666666,0.43046875,0.3514400482177734,0.5,kalman
1768891572.1516974,0.1909722222222222,0.428515625,0.3575742244720459,0.5,kalman
1768891572.1843903,0.20833333333333334,0.4265625,0.3641128063201905,0.5,kalman
1768891572.217793,0.2222222222222222,0.426953125,0.37079334259033203,0.5,kalman
1768891572.2656782,0.2326388888888889,0.428515625,0.3803703784942627,0.5,kalman
1768891572.2976947,0.2375,0.42890625,0.386773681640625,0.5,kalman
1768891572.3306906,0.24722222222222223,0.432421875,0.3933728694915771,0.5,kalman
1768891572.362167,0.26180555555555557,0.43203125,0.39966812133789065,0.5,kalman
1768891572.3936133,0.2777777777777778,0.439453125,0.40595741271972663,0.5,kalman
1768891572.425187,0.2861111111111111,0.43671875,0.4122721672058106,0.5,kalman
1768891572.4589317,0.29930555555555555,0.43828125,0.41902108192443854,0.5,kalman
1768891572.4900398,0.30833333333333335,0.43984375,0.42524271011352544,0.5,kalman
